"id_unidade";"unidade";"natureza_despesa";"ano";"valor"
"1468";"FUNDO DE GRADUAÇÃO";"PASSAGENS";"2001.0";"R$        10.000,00"
"1468";"FUNDO DE GRADUAÇÃO";"SERV. PESSOA JURÍDICA";"2001.0";"R$         4.774,19"
"1468";"FUNDO DE GRADUAÇÃO";"SERV. PESSOA FÍSICA";"2001.0";"R$        16.685,20"
"1468";"FUNDO DE GRADUAÇÃO";"DIÁRIAS";"2001.0";"R$         3.000,00"
"1455";"FUNDO DE PESQUISA";"SERV. PESSOA JURÍDICA";"2001.0";"R$         9.345,00"
"1455";"FUNDO DE PESQUISA";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$        21.550,00"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"SERV. PESSOA JURÍDICA";"2001.0";"R$        12.206,72"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"SERV. PESSOA FÍSICA";"2001.0";"R$        20.000,00"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"PASSAGENS";"2001.0";"R$        28.530,53"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"DIÁRIAS";"2001.0";"R$        10.000,00"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"MATERIAL DE CONSUMO";"2001.0";"R$         4.270,08"
"1454";"FUNDO DE PÓS-GRADUAÇÃO";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$         4.000,00"
"262";"GABINETE DO REITOR";"SERV. PESSOA JURÍDICA";"2001.0";"R$       114.873,64"
"262";"GABINETE DO REITOR";"SERV. PESSOA FÍSICA";"2001.0";"R$         7.345,00"
"262";"GABINETE DO REITOR";"LOC. MÃO-DE-OBRA";"2001.0";"R$        32.829,13"
"262";"GABINETE DO REITOR";"MATERIAL DE CONSUMO";"2001.0";"R$        14.798,60"
"262";"GABINETE DO REITOR";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$        22.300,00"
"262";"GABINETE DO REITOR";"PASSAGENS";"2001.0";"R$        17.246,54"
"1447";"GASTOS COMUNS";"LOC. MÃO-DE-OBRA";"2001.0";"R$       578.783,98"
"1447";"GASTOS COMUNS";"CONTRIBUICOES";"2001.0";"R$        13.792,13"
"1447";"GASTOS COMUNS";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$         5.693,53"
"1447";"GASTOS COMUNS";"SERV. PESSOA JURÍDICA";"2001.0";"R$     2.325.085,61"
"1447";"GASTOS COMUNS";"SERV. PESSOA FÍSICA";"2001.0";"R$        24.086,00"
"1447";"GASTOS COMUNS";"DIV.EXERCÍCIOS ANTERIORES";"2001.0";"R$       710.534,70"
"1447";"GASTOS COMUNS";"MATERIAL DE CONSUMO";"2001.0";"R$       304.387,69"
"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"MATERIAL DE CONSUMO";"2001.0";"R$         1.790,84"
"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"EQUIP. MATERIAL PERMANENTE";"2001.0";"R$           668,00"
"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"LOC. MÃO-DE-OBRA";"2001.0";"R$         6.192,82"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"DIÁRIAS";"2001.0";"R$        14.686,18"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"LOC. MÃO-DE-OBRA";"2001.0";"R$        81.154,09"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"SERV. PESSOA FÍSICA";"2001.0";"R$         4.960,00"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$         1.760,00"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"CONTRIBUICOES";"2001.0";"R$         2.868,66"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"MATERIAL DE CONSUMO";"2001.0";"R$       145.111,84"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"PASSAGENS";"2001.0";"R$         9.216,05"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"EQUIP. MATERIAL PERMANENTE";"2001.0";"R$         8.270,00"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$           972,00"
"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"SERV. PESSOA JURÍDICA";"2001.0";"R$       129.759,83"
"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"LOC. MÃO-DE-OBRA";"2001.0";"R$       120.100,21"
"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"SERV. PESSOA JURÍDICA";"2001.0";"R$        80.472,91"
"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"MATERIAL DE CONSUMO";"2001.0";"R$         9.667,34"
"1497";"LABORATORIO DE ELETRONICA";"SERV. PESSOA JURÍDICA";"2001.0";"R$            25,20"
"1492";"LABORATORIO DE ENGENHARIA BIOMEDICA";"MATERIAL DE CONSUMO";"2001.0";"R$         2.000,00"
"1492";"LABORATORIO DE ENGENHARIA BIOMEDICA";"SERV. PESSOA JURÍDICA";"2001.0";"R$           348,80"
"1462";"MANUTENÇÃO DA REITORIA";"PASSAGENS";"2001.0";"R$       205.796,87"
"1462";"MANUTENÇÃO DA REITORIA";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$        67.004,00"
"1462";"MANUTENÇÃO DA REITORIA";"CONTRIBUICOES";"2001.0";"R$           540,14"
"1462";"MANUTENÇÃO DA REITORIA";"DIÁRIAS";"2001.0";"R$       117.625,26"
"1462";"MANUTENÇÃO DA REITORIA";"DIV.EXERCÍCIOS ANTERIORES";"2001.0";"R$           961,61"
"1462";"MANUTENÇÃO DA REITORIA";"EQUIP. MATERIAL PERMANENTE";"2001.0";"R$        36.886,50"
"1462";"MANUTENÇÃO DA REITORIA";"LOC. MÃO-DE-OBRA";"2001.0";"R$       279.605,84"
"1462";"MANUTENÇÃO DA REITORIA";"MATERIAL DE CONSUMO";"2001.0";"R$        95.432,65"
"1462";"MANUTENÇÃO DA REITORIA";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$         9.146,61"
"1462";"MANUTENÇÃO DA REITORIA";"SERV. PESSOA JURÍDICA";"2001.0";"R$       558.573,45"
"1462";"MANUTENÇÃO DA REITORIA";"SERV. PESSOA FÍSICA";"2001.0";"R$         7.552,00"
"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"MATERIAL DE CONSUMO";"2001.0";"R$        12.469,32"
"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"SERV. PESSOA JURÍDICA";"2001.0";"R$       756.177,33"
"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"LOC. MÃO-DE-OBRA";"2001.0";"R$        20.483,94"
"1461";"MONITORIA";"SERV. PESSOA FÍSICA";"2001.0";"R$       229.512,00"
"290";"MUSEU CÂMARA CASCUDO";"MATERIAL DE CONSUMO";"2001.0";"R$         5.169,24"
"290";"MUSEU CÂMARA CASCUDO";"LOC. MÃO-DE-OBRA";"2001.0";"R$        11.177,95"
"290";"MUSEU CÂMARA CASCUDO";"SERV. PESSOA JURÍDICA";"2001.0";"R$        25.314,45"
"290";"MUSEU CÂMARA CASCUDO";"SERV. PESSOA FÍSICA";"2001.0";"R$         6.537,21"
"290";"MUSEU CÂMARA CASCUDO";"PASSAGENS";"2001.0";"R$         4.000,00"
"290";"MUSEU CÂMARA CASCUDO";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$           500,00"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"SERV. PESSOA FÍSICA";"2001.0";"R$         6.140,00"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"EQUIP. MATERIAL PERMANENTE";"2001.0";"R$        67.026,80"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"LOC. MÃO-DE-OBRA";"2001.0";"R$        93.224,55"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"PASSAGENS";"2001.0";"R$         3.950,87"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$         4.500,00"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"CONTRIBUICOES";"2001.0";"R$         6.276,29"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"DIÁRIAS";"2001.0";"R$         9.000,00"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"MATERIAL DE CONSUMO";"2001.0";"R$     2.791.126,49"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"OBRAS E INSTALAÇÕES";"2001.0";"R$       270.009,73"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"SERV. PESSOA JURÍDICA";"2001.0";"R$       516.216,27"
"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$           804,00"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"SERV. PESSOA FÍSICA";"2001.0";"R$       101.097,48"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"LOC. MÃO-DE-OBRA";"2001.0";"R$         7.451,96"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"MATERIAL DE CONSUMO";"2001.0";"R$        74.218,78"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"SERV. PESSOA JURÍDICA";"2001.0";"R$       165.348,97"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$       293.018,00"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"EQUIP. MATERIAL PERMANENTE";"2001.0";"R$        33.004,00"
"253";"NÚCLEO PERMANENTE DE CONCURSOS";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$        18.694,81"
"1469";"PAIUB";"SERV. PESSOA FÍSICA";"2001.0";"R$        23.908,00"
"1469";"PAIUB";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$           240,00"
"1469";"PAIUB";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$         4.781,60"
"1464";"PARQUE POLIESPORTIVO";"SERV. PESSOA JURÍDICA";"2001.0";"R$           250,00"
"1464";"PARQUE POLIESPORTIVO";"MATERIAL DE CONSUMO";"2001.0";"R$         7.850,92"
"1464";"PARQUE POLIESPORTIVO";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2001.0";"R$        15.131,00"
"1448";"PASEP";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$       137.827,92"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"LOC. MÃO-DE-OBRA";"2001.0";"R$        89.035,74"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"SERV. PESSOA JURÍDICA";"2001.0";"R$        15.002,16"
"251";"PROAE - COORDENADORIA DO SISTEMA DE RESTAURANTES UNIVERSITÁRIOS";"MATERIAL DE CONSUMO";"2001.0";"R$       634.955,48"
"1708";"PROART/2002";"PASSAGENS";"2001.0";"R$         2.237,50"
"1708";"PROART/2002";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$            42,00"
"1708";"PROART/2002";"MATERIAL DE CONSUMO";"2001.0";"R$         8.225,31"
"1708";"PROART/2002";"EQUIP. MATERIAL PERMANENTE";"2001.0";"R$        16.003,19"
"1708";"PROART/2002";"SERV. PESSOA FÍSICA";"2001.0";"R$           970,00"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"SERV. PESSOA FÍSICA";"2001.0";"R$         5.606,90"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"EQUIP. MATERIAL PERMANENTE";"2001.0";"R$       272.262,00"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$           100,00"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"SERV. PESSOA JURÍDICA";"2001.0";"R$       124.963,78"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"LOC. MÃO-DE-OBRA";"2001.0";"R$        47.826,94"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"MATERIAL DE CONSUMO";"2001.0";"R$        20.515,64"
"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$       752.319,49"
"248";"PRÓ-REITORIA DE ASSUNTOS ESTUDANTIS (PROAE)";"SERV. PESSOA JURÍDICA";"2001.0";"R$         8.608,26"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"SERV. PESSOA FÍSICA";"2001.0";"R$           157,90"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"MATERIAL DE CONSUMO";"2001.0";"R$         2.779,93"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$            31,58"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"SERV. PESSOA JURÍDICA";"2001.0";"R$        23.282,34"
"17";"PRÓ-REITORIA DE EXTENSÃO UNIVERSITÁRIA";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$           200,00"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$         1.202,25"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"EQUIP. MATERIAL PERMANENTE";"2001.0";"R$         6.739,41"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"MATERIAL DE CONSUMO";"2001.0";"R$        10.757,02"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"PASSAGENS";"2001.0";"R$         3.000,00"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"SERV. PESSOA JURÍDICA";"2001.0";"R$        75.761,30"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"LOC. MÃO-DE-OBRA";"2001.0";"R$        12.182,15"
"1421";"PRÓ-REITORIA DE GESTÃO DE PESSOAS";"SERV. PESSOA FÍSICA";"2001.0";"R$        10.854,35"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"SERV. PESSOA FÍSICA";"2001.0";"R$         4.597,60"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"MATERIAL DE CONSUMO";"2001.0";"R$         5.013,26"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"SERV. PESSOA JURÍDICA";"2001.0";"R$        15.848,73"
"3";"PRÓ-REITORIA DE GRADUAÇÃO";"OBRIGAÇÕES CONTRIBUTIVAS";"2001.0";"R$         1.192,00"
"15";"PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO";"SERV. PESSOA JURÍDICA";"2001.0";"R$        16.090,36"
"15";"PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO";"PASSAGENS";"2001.0";"R$         5.000,00"
"15";"PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO";"AUX. FINANCEIRO ESTUDANTE";"2001.0";"R$           200,00"
"15";"PRÓ-REITORIA DE PESQUISA E POS-GRADUACAO";"MATERIAL DE CONSUMO";"2001.0";"R$         7.808,37"
